"","species","SVL","abu_cat","lat.range","maxGCD_extant","mean_lat","min_lat","Red.List.status","Order","Family","Genus"
"1024","Leptodactylus stenodema",96,1,19.13,3566.90890263452,0.534282722513089,-12.95,"LC","ANURA","LEPTODACTYLIDAE","Leptodactylus"
"1025","Leptolalax applebyi",21,1,0.210000000000001,0,15.2946666666667,15.18,"EN","ANURA","MEGOPHRYIDAE","Leptolalax"
"1026","Leptolalax sungi",54.425,1,0.260000000000002,111.323871569726,21.47,21.34,"DD","ANURA","MEGOPHRYIDAE","Leptolalax"
"1027","Leptopelis argenteus",39.75,3,4.32,598.565910168406,-8.43374025974026,-10.65,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1028","Leptopelis aubryi",42.5,3,12.54,1741.14445549442,0.181311897106109,-6.06,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1029","Leptopelis aubryioides",36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","Leptopelis barbouri",38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","Leptopelis bocagii",54,4,32.85,3932.3756424433,-6.48074074074074,-21.01,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1032","Leptopelis boulengeri",56.5,3,12.63,1698.26450458215,1.25296161825726,-6.02,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1033","Leptopelis brevipes",63,NA,0.00999999999999979,0,3.454,3.45,"DD","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1034","Leptopelis brevirostris",64,3,8.08,1296.49756010784,2.15199843871975,-1.75,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1035","Leptopelis broadleyi",43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","Leptopelis bufonides",30,1,6.84,3317.00572728419,10.9776923076923,7.52,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1037","Leptopelis calcaratus",57,3,9.99,2586.3123396386,1.09794972067039,-3.84,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1038","Leptopelis christyi",48.5,3,8.99,1008.06741782576,-0.0129032258064516,-4.63,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1039","Leptopelis concolor",32.5,3,7.8,957.133987268923,-3.0523832221163,-6.37,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1040","Leptopelis cynnamomeus",40,3,6.2,1991.23229260748,-10.5946428571429,-13.57,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1041","Leptopelis fenestratus",48,NA,0.07,0,0.796,0.76,"DD","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1042","Leptopelis fiziensis",36,NA,0.420000000000001,157.192236268224,-4.4575,-4.69,"DD","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1043","Leptopelis flavomaculatus",70,3,17.44,2183.3549945225,-11.8113063477461,-20.75,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1044","Leptopelis gramineus",42,3,4.17,554.632476571511,7.45375,5.7,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1045","Leptopelis kivuensis",34.5,3,3.65,458.990482081532,-1.31488372093023,-3,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1046","Leptopelis macrotis",61,3,4.01,1261.53229674919,5.64505723204995,4.35,"NT","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1047","Leptopelis millsoni",62.5,3,9.23,2643.46941988294,2.05524566473988,-3.47,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1048","Leptopelis modestus",34.5,3,9.4,2437.46785324911,3.82454545454545,-2.8,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1049","Leptopelis mossambicus",63,1,13.79,1611.13086741844,-22.9845460483344,-29.81,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1050","Leptopelis natalensis",65,3,4.74,588.955154498547,-30.1987259615385,-32.3,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1051","Leptopelis nordequatorialis",46.275,3,2.42,554.289243940906,6.64066666666667,5.16,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1052","Leptopelis notatus",56.5,3,18,2312.91841420252,0.124504036908881,-10.77,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1053","Leptopelis occidentalis",55.15,3,3.27,807.556879817635,5.42761398176292,4.35,"NT","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1054","Leptopelis ocellatus",46,3,11,1513.3629135315,-4.02647272727273,-6,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1055","Leptopelis oryi",43,3,2.68,400.988894311876,3.26136363636364,1.7,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1056","Leptopelis palmatus",95.5,3,0.17,0,1.62412698412698,1.53,"VU","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1057","Leptopelis parbocagii",54,3,9.94,2032.92261519051,-11.6565789473684,-17.8,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1058","Leptopelis parkeri",46.15,3,4.45,598.940337999992,-6.2165243902439,-8.52,"EN","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1059","Leptopelis parvus",38,NA,0.49,111.323871569644,-8.39818181818182,-8.6,"DD","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1060","Leptopelis ragazzii",39.5,3,3.81,554.632476571511,7.43854838709677,5.96,"VU","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1061","Leptopelis rufus",87,3,11.52,1344.76857982849,0.351680216802168,-6.03,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1062","Leptopelis spiritusnoctis",40,3,6.55,2548.38945441401,5.70752249134948,4.28,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1063","Leptopelis susanae",42.5,3,1.62,313.691771888931,6.85722222222222,5.92,"EN","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1064","Leptopelis uluguruensis",39,3,0.56,110.240448201655,-7.75827586206897,-8.06,"NT","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1065","Leptopelis vannutellii",37.25,3,2.47,399.299959926993,7.06888888888889,5.99,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1066","Leptopelis vermiculatus",60.4,3,0.73,110.240448201655,-7.96714285714286,-8.39,"EN","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1067","Leptopelis viridis",39.5,4,10.31,5275.64421638382,10.972317535545,3.9,"LC","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1068","Leptopelis xenodactylus",50,1,1.67,242.620741356533,-29.7905882352941,-30.63,"EN","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1069","Leptopelis yaldeni",35.275,3,1.34,156.122048845295,10.7528921568627,10.1,"VU","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1070","Leptopelis zebra",39.275,1,3.01,471.839612235549,3.74736842105263,2.23,"NT","ANURA","ARTHROLEPTIDAE","Leptopelis"
"1071","Leptophryne borbonica",28.775,1,6.25,801.714031672426,5.75558951965065,1.73,"LC","ANURA","BUFONIDAE","Leptophryne"
"1072","Leptophryne cruentata",28.8,1,0.319999999999999,0.000134414476389852,-6.73375,-6.89,"CR","ANURA","BUFONIDAE","Leptophryne"
"1073","Limnonectes acanthi",68.1,3,5.73,798.135104693699,11.0539756944444,7.8,"VU","ANURA","DICROGLOSSIDAE","Limnonectes"
"1074","Limnonectes diuatus",60.4,3,1.41,248.315154563179,9.02435294117647,8.19,"VU","ANURA","DICROGLOSSIDAE","Limnonectes"
"1075","Limnonectes ferneri",76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","Limnonectes grunniens",146,3,8.53,2485.44011403113,-2.9719365031598,-6.3,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1077","Limnonectes kadarsani",120,3,1.04,887.788365866136,-8.57420934579439,-9.11,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1078","Limnonectes laticeps",46,1,32.29,4240.00839880745,6.90261373035567,-3.47,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1079","Limnonectes leytensis",41.2,3,6.44,744.881289467095,9.41856780735108,6.02,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1080","Limnonectes macrocephalus",110.9,3,6.11,741.007296276081,14.8366757419004,12.54,"NT","ANURA","DICROGLOSSIDAE","Limnonectes"
"1081","Limnonectes magnus",112.7,4,16.55,1900.96087990379,2.40360887096774,-4.06,"NT","ANURA","DICROGLOSSIDAE","Limnonectes"
"1082","Limnonectes malesianus",95,1,8.65,2148.20983444765,3.15428940568475,-2.46,"NT","ANURA","DICROGLOSSIDAE","Limnonectes"
"1083","Limnonectes megastomias",75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","Limnonectes micrixalus",30,NA,0.35,111.323871569726,6.58367647058824,6.4,"DD","ANURA","DICROGLOSSIDAE","Limnonectes"
"1085","Limnonectes modestus",70,3,7.94,1424.40143248465,-1.5814667451442,-5.71,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1086","Limnonectes namiyei",92,3,0.150000000000002,0,26.7146666666667,26.63,"EN","ANURA","DICROGLOSSIDAE","Limnonectes"
"1087","Limnonectes palavanensis",30.9,3,8.75,1412.91274104444,3.72245014245014,0.93,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1088","Limnonectes parvus",30,3,1.77,330.720693972552,7.78166666666667,6.69,"VU","ANURA","DICROGLOSSIDAE","Limnonectes"
"1089","Limnonectes visayanus",82.1,3,3.07,399.312585015692,10.4131308411215,9.04,"VU","ANURA","DICROGLOSSIDAE","Limnonectes"
"1090","Limnonectes woodworthi",63.4,3,5.96,741.007296276081,14.6056603773585,12.62,"LC","ANURA","DICROGLOSSIDAE","Limnonectes"
"1091","Lissotriton boscai",35.15,1,6.99,849.373900268669,40.8688932633421,36.8,"LC","CAUDATA","SALAMANDRIDAE","Lissotriton"
"1092","Lissotriton helveticus",37.07,4,18.71,2144.37311060817,51.4175806669367,39.96,"LC","CAUDATA","SALAMANDRIDAE","Lissotriton"
"1093","Lissotriton italicus",NA,1,5.77,747.484582924534,40.6143200601052,37.91,"LC","CAUDATA","SALAMANDRIDAE","Lissotriton"
"1094","Lissotriton montandoni",41.91,3,5.29,1150.23015326054,48.2104938271605,45.21,"LC","CAUDATA","SALAMANDRIDAE","Lissotriton"
"1095","Lissotriton vulgaris",40.68,4,30.78,6442.29526963599,54.0551632882883,36.39,"LC","CAUDATA","SALAMANDRIDAE","Lissotriton"
"1096","Lithobates berlandieri",56.4,NA,21.71,3950.6806552265,21.0216812227074,12.79,"LC","ANURA","RANIDAE","Lithobates"
"1097","Lithobates catesbeianus",135.14,3,86.76,20038.2968825453,34.6126336216158,-34.8,"LC","ANURA","RANIDAE","Lithobates"
"1098","Lithobates sylvaticus",57.68,3,37.06,6479.91735622392,51.8397962987122,34.33,"LC","ANURA","RANIDAE","Lithobates"
"1099","Lithobates vaillanti",125,3,19.45,2916.88550013776,9.91221368178324,-0.17,"LC","ANURA","RANIDAE","Lithobates"
"1100","Lithodytes lineatus",56,3,27.54,3335.15646557909,5.08893056664006,-17.3,"LC","ANURA","LEPTODACTYLIDAE","Lithodytes"
"1101","Litoria angiana",65,3,8.95,1939.23935413359,-5.31965517241379,-9.98,"LC","ANURA","HYLIDAE","Litoria"
"1102","Litoria aurea",78.65,1,10.59,2620.15608471029,-35.0685079242366,-39.18,"VU","ANURA","HYLIDAE","Litoria"
"1103","Litoria becki",39,NA,0.41,110.714012399039,-5.87257575757576,-6.08,"VU","ANURA","HYLIDAE","Litoria"
"1104","Litoria bicolor",26,NA,16.12,2797.20266400833,-13.5254954736502,-21.44,"LC","ANURA","HYLIDAE","Litoria"
"1105","Litoria booroolongensis",45,NA,6.76,909.389803296222,-32.5010714285714,-36.11,"CR","ANURA","HYLIDAE","Litoria"
"1106","Litoria brevipalmata",44,1,9.47,1020.40807019334,-30.7062556145365,-34.38,"EN","ANURA","HYLIDAE","Litoria"
"1107","Litoria castanea",80,NA,7.09,827.397957072131,-33.6870833333333,-37.06,"CR","ANURA","HYLIDAE","Litoria"
"1108","Litoria chloristona",23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","Litoria cooloolensis",24,3,3.04,348.509225574866,-25.9524232081911,-27.74,"EN","ANURA","HYLIDAE","Litoria"
"1110","Litoria daviesae",58,1,1.27,146.294603056923,-31.5136666666667,-32.11,"VU","ANURA","HYLIDAE","Litoria"
"1111","Litoria eurynastes",29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Litoria ewingii",40,3,14.51,3502.40657113092,-41.0184296028881,-47.29,"LC","ANURA","HYLIDAE","Litoria"
"1113","Litoria freycineti",38,NA,10.5,1150.01003015965,-30.7292498279422,-35.2,"VU","ANURA","HYLIDAE","Litoria"
"1114","Litoria gasconi",40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","Litoria hilli",50.4,3,0.0599999999999987,155.862328027604,-11.4884615384615,-11.52,"DD","ANURA","HYLIDAE","Litoria"
"1116","Litoria iris",34.275,3,2.15,596.638615669977,-5.96822222222222,-6.94,"LC","ANURA","HYLIDAE","Litoria"
"1117","Litoria jungguy",48.5,NA,2.07,246.787671249508,-17.0676758409786,-18.13,"NT","ANURA","HYLIDAE","Litoria"
"1118","Litoria littlejohni",60,1,7.11,903.885708883717,-33.9396380510441,-37.71,"LC","ANURA","HYLIDAE","Litoria"
"1119","Litoria lodesdema",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Litoria lorica",33.35,3,0.549999999999997,154.226916912641,-16.2953012048193,-16.58,"CR","ANURA","HYLIDAE","Litoria"
"1121","Litoria nannotis",47.5,NA,3.61,395.743311799979,-17.4113426853707,-19.23,"EN","ANURA","HYLIDAE","Litoria"
"1122","Litoria nyakalensis",31.5,3,2.38,246.787671249508,-17.0933136094675,-18.38,"CR","ANURA","HYLIDAE","Litoria"
"1123","Litoria pearsoniana",30.5,NA,5.36,696.73394065942,-27.2402034428795,-29.65,"NT","ANURA","HYLIDAE","Litoria"
"1124","Litoria raniformis",79.5,3,14.46,3654.62662424691,-40.39815455594,-47.29,"EN","ANURA","HYLIDAE","Litoria"
"1125","Litoria rheocola",33.5,3,2.86,246.787671249508,-17.0608905852417,-18.49,"EN","ANURA","HYLIDAE","Litoria"
"1126","Litoria spenceri",38,1,1.54,284.921275242164,-36.9782352941176,-37.73,"CR","ANURA","HYLIDAE","Litoria"
"1127","Litoria subglandulosa",45,NA,2.76,347.7365574197,-29.4774074074074,-30.9,"VU","ANURA","HYLIDAE","Litoria"
"1128","Litoria viranula",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","Litoria wilcoxii",47.8,3,17.65,2092.06460059531,-25.9333047910296,-34.11,"LC","ANURA","HYLIDAE","Litoria"
"1130","Lyciasalamandra helverseni",NA,2,0.569999999999993,111.323871569685,35.5755434782609,35.34,"VU","CAUDATA","SALAMANDRIDAE","Lyciasalamandra"
"1131","Lyciasalamandra luschani",70,2,0.399999999999999,142.830596631256,36.2574396135266,36.11,"VU","CAUDATA","SALAMANDRIDAE","Lyciasalamandra"
"1132","Madecassophryne truebae",21.5,1,0.93,111.323871569726,-24.5315240641711,-25,"EN","ANURA","MICROHYLIDAE","Madecassophryne"
"1133","Mantella aurantiaca",24.65,4,0.260000000000002,9.50453877449036e-05,-18.9447368421053,-19.07,"CR","ANURA","MANTELLIDAE","Mantella"
"1134","Mantella baroni",30,3,4.58,457.411328706518,-21.5195833333333,-22.49,"LC","ANURA","MANTELLIDAE","Mantella"
"1135","Mantella bernhardi",19.65,3,2.65,349.444459065831,-22.9467857142857,-23.91,"EN","ANURA","MANTELLIDAE","Mantella"
"1136","Mantella betsileo",21,3,9.12,1023.32693326974,-18.4739675174014,-25.05,"LC","ANURA","MANTELLIDAE","Mantella"
"1137","Mantella cowanii",25.75,3,0.18,9.50453877449036e-05,-20.7625,-20.85,"EN","ANURA","MANTELLIDAE","Mantella"
"1138","Mantella crocea",21.5,3,0.940000000000001,153.420490240319,-18.2422222222222,-18.87,"EN","ANURA","MANTELLIDAE","Mantella"
"1139","Mantella expectata",25.25,3,1.19,111.323871569685,-22.8697222222222,-23.47,"EN","ANURA","MANTELLIDAE","Mantella"
"1140","Mantella haraldmeieri",24.25,3,1.05,111.323871569726,-24.6846428571429,-25.02,"EN","ANURA","MANTELLIDAE","Mantella"
"1141","Mantella laevigata",25.5,3,4.07,457.966901488228,-16.3252738336714,-18.32,"LC","ANURA","MANTELLIDAE","Mantella"
"1142","Mantella madagascariensis",24.75,1,2.31,333.971614709107,-20.5775,-21.73,"VU","ANURA","MANTELLIDAE","Mantella"
"1143","Mantella manery",26,1,0.550000000000001,108.016996575145,-14.1427777777778,-14.42,"VU","ANURA","MANTELLIDAE","Mantella"
"1144","Mantella milotympanum",22.5,3,0.0700000000000003,111.323871569726,-18.535,-18.57,"CR","ANURA","MANTELLIDAE","Mantella"
"1145","Mantella nigricans",27.5,3,4.16,457.966901488237,-15.4787562189055,-17.95,"LC","ANURA","MANTELLIDAE","Mantella"
"1146","Mantella pulchra",28,1,2.88,395.74331179999,-17.424,-18.94,"VU","ANURA","MANTELLIDAE","Mantella"
"1147","Mantella viridis",26,3,0.289999999999999,111.323871569685,-12.3176119402985,-12.52,"EN","ANURA","MANTELLIDAE","Mantella"
"1148","Mantidactylus aerumnalis",31,3,5.21,637.406736936367,-21.24,-23.96,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1149","Mantidactylus albofrenatus",27,3,0.489999999999998,105.258646865668,-19.2089719626168,-19.38,"DD","ANURA","MANTELLIDAE","Mantidactylus"
"1150","Mantidactylus alutus",26.775,3,3.9,457.411328706518,-20.21,-21.86,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1151","Mantidactylus ambohimitombi",65.5,NA,0.169999999999998,104.610065309582,-20.1337313432836,-20.22,"DD","ANURA","MANTELLIDAE","Mantidactylus"
"1152","Mantidactylus ambreensis",35.5,3,4.96,596.869954057465,-15.2441988950276,-17.28,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1153","Mantidactylus argenteus",31,3,5.83,700.293084317716,-19.1881818181818,-22.3,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1154","Mantidactylus bellyi",39,4,2.37,351.071942913485,-13.1086567164179,-14.67,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1155","Mantidactylus betsileanus",37,4,12,1352.29059319534,-19.0207317073171,-24.99,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1156","Mantidactylus biporus",34,3,11.27,1264.21529029855,-16.417688172043,-25.1,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1157","Mantidactylus brevipalmatus",35.775,3,4.48,457.411328706518,-20.1466666666667,-22.32,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1158","Mantidactylus charlotteae",26.5,4,10.91,1264.21529029855,-18.4631341600902,-25.16,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1159","Mantidactylus delormei",39,1,1.16,152.055600648824,-21.8340909090909,-22.33,"VU","ANURA","MANTELLIDAE","Mantidactylus"
"1160","Mantidactylus femoralis",55,4,12.75,1462.44396250709,-15.72545,-25.09,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1161","Mantidactylus grandidieri",56.4,1,10.75,1264.21529029855,-18.9641304347826,-25.07,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1162","Mantidactylus guttulatus",110,3,9.22,1050.64862032641,-16.4147368421053,-22.88,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1163","Mantidactylus lugubris",37.5,4,10.88,1264.21529029855,-17.1661224489796,-25.08,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1164","Mantidactylus madecassus",30,1,0.609999999999999,111.323871569685,-22.2004166666667,-22.53,"EN","ANURA","MANTELLIDAE","Mantidactylus"
"1165","Mantidactylus majori",44,3,10.52,1264.21529029855,-22.1630769230769,-24.78,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1166","Mantidactylus melanopleura",35.775,3,10.5,1156.47642158225,-17.4535384615385,-25.05,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1167","Mantidactylus mocquardi",67,NA,11.12,1264.21529029855,-19.035,-25,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1168","Mantidactylus noralottae",36,1,0.559999999999999,111.323871569685,-22.4605263157895,-22.7,"VU","ANURA","MANTELLIDAE","Mantidactylus"
"1169","Mantidactylus opiparis",33,4,7.63,841.749737797564,-17.5503370786517,-21.38,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1170","Mantidactylus pauliani",28.535,NA,0.0300000000000011,0,-19.355,-19.37,"CR","ANURA","MANTELLIDAE","Mantidactylus"
"1171","Mantidactylus tricinctus",20,3,5.25,566.165549381853,-22.7340909090909,-23.94,"DD","ANURA","MANTELLIDAE","Mantidactylus"
"1172","Mantidactylus ulcerosus",36.275,4,3.84,494.485836280503,-14.6651689189189,-16.59,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1173","Mantidactylus zipperi",26.375,3,3.85,491.971435882914,-19.3135897435897,-21.74,"LC","ANURA","MANTELLIDAE","Mantidactylus"
"1174","Mantidactylus zolitschka",33,2,0.18,105.258646865668,-18.9282608695652,-19.02,"DD","ANURA","MANTELLIDAE","Mantidactylus"
"1175","Megastomatohyla mixomaculata",35,1,1.13,111.323871569644,19.4458041958042,18.72,"EN","ANURA","HYLIDAE","Megastomatohyla"
"1176","Megophrys montana",101.5,1,1.68,999.531365690485,-7.29148020654045,-8.27,"LC","ANURA","MEGOPHRYIDAE","Megophrys"
"1177","Melanophryniscus admirabilis",35,1,0.0599999999999987,0,-28.869375,-28.9,"CR","ANURA","BUFONIDAE","Melanophryniscus"
"1178","Melanophryniscus atroluteus",22.5,1,7.14,974.967120917036,-30.597,-34.15,"LC","ANURA","BUFONIDAE","Melanophryniscus"
"1179","Melanophryniscus devincenzii",24.5,1,5.08,674.852468730491,-28.2992105263158,-32.51,"EN","ANURA","BUFONIDAE","Melanophryniscus"
"1180","Melanophryniscus montevidensis",23.275,3,1.70999999999999,355.257519250928,-34.5374647887324,-34.98,"VU","ANURA","BUFONIDAE","Melanophryniscus"
"1181","Melanophryniscus orejasmirandai",27,3,0.159999999999997,9.50453877449036e-05,-34.85,-34.93,"VU","ANURA","BUFONIDAE","Melanophryniscus"
"1182","Melanophryniscus sanmartini",22.5,3,3.89,454.969042156849,-33.3079271708683,-34.88,"NT","ANURA","BUFONIDAE","Melanophryniscus"
"1183","Mercurana myristicapalustris",50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","Meristogenys amoropalamus",48.3,3,2.37,314.264747851814,5.10902173913043,3.82,"VU","ANURA","RANIDAE","Meristogenys"
"1185","Meristogenys macrophthalmus",37.8,NA,0.25,111.171302207721,3.1220652173913,3,"DD","ANURA","RANIDAE","Meristogenys"
"1186","Meristogenys orphnocnemis",48.79,4,2.87,400.801806457122,5.2030701754386,3.82,"LC","ANURA","RANIDAE","Meristogenys"
"1187","Mertensophryne anotis",45,3,0.620000000000001,152.530785480602,-20.2288888888889,-20.52,"EN","ANURA","BUFONIDAE","Mertensophryne"
"1188","Mertensophryne lindneri",28.5,1,11.73,1353.57491273771,-10.3377912990569,-16.54,"LC","ANURA","BUFONIDAE","Mertensophryne"
"1189","Mertensophryne loveridgei",38,3,2.26,492.93466881417,-8.97293381037567,-10.18,"LC","ANURA","BUFONIDAE","Mertensophryne"
"1190","Mertensophryne micranotis",24,3,7.09,801.301193113191,-6.53342835708927,-10.23,"LC","ANURA","BUFONIDAE","Mertensophryne"
"1191","Mertensophryne taitana",30.8,3,12.42,1720.88127954294,-8.22719528469751,-14.65,"LC","ANURA","BUFONIDAE","Mertensophryne"
"1192","Mesotriton alpestris",49.72,NA,17.64,2711.74753033265,46.1579416767922,37.53,NA,NA,NA,NA
"1193","Metaphrynella sundana",20.8,3,7.7,2339.3032293032,3.10350793650794,-1.52,"LC","ANURA","MICROHYLIDAE","Metaphrynella"
"1194","Micrixalus fuscus",32,3,4.92,646.205622939972,10.767037037037,8.37,"NT","ANURA","MICRIXALIDAE","Micrixalus"
"1195","Microbatrachella capensis",16.5,NA,0.799999999999997,214.612118922016,-34.5639393939394,-34.79,"CR","ANURA","PYXICEPHALIDAE","Microbatrachella"
"1196","Microhyla achatina",22.5,1,4.24,1398.40366521129,-7.06819970845481,-8.78,"LC","ANURA","MICROHYLIDAE","Microhyla"
"1197","Microhyla berdmorei",45,3,30.66,4117.35738243364,10.5937478763167,-2.04,"LC","ANURA","MICROHYLIDAE","Microhyla"
"1198","Microhyla borneensis",15.015,1,7.71,995.427386079125,3.368825,-1.72,"LC","ANURA","MICROHYLIDAE","Microhyla"
"1199","Microhyla karunaratnei",17.7,1,0.23,111.323871569726,6.47864864864865,6.36,"CR","ANURA","MICROHYLIDAE","Microhyla"
"1200","Microhyla ornata",32,3,28.05,3199.56435197735,19.3733314845628,5.92,"LC","ANURA","MICROHYLIDAE","Microhyla"
"1201","Microhyla palmipes",18,4,14.51,2866.80811390401,-2.87528591352859,-8.85,"LC","ANURA","MICROHYLIDAE","Microhyla"
"1202","Microhyla rubra",29.5,3,20.45,2473.86994823083,17.1882292418773,5.92,"LC","ANURA","MICROHYLIDAE","Microhyla"
"1203","Microhyla zeylanica",22.5,1,0.2,9.50453877449036e-05,6.89518518518519,6.8,"EN","ANURA","MICROHYLIDAE","Microhyla"
"1204","Minyobates steyermarki",15.8,3,0.0600000000000001,9.50453877449036e-05,3.78809523809524,3.76,"CR","ANURA","DENDROBATIDAE","Minyobates"
"1205","Mixophyes balbus",70,3,8.88,1068.19564708401,-33.9710934819897,-37.57,"VU","ANURA","MYOBATRACHIDAE","Mixophyes"
"1206","Mixophyes carbinensis",69,1,0.470000000000002,111.323871569726,-16.4378260869565,-16.67,"LC","ANURA","MYOBATRACHIDAE","Mixophyes"
"1207","Mixophyes coggeri",87.9,1,3.55,350.436940806811,-17.3039644970414,-19.09,"LC","ANURA","MYOBATRACHIDAE","Mixophyes"
"1208","Mixophyes fleayi",76,NA,2.09,243.37562022581,-27.9391666666667,-28.69,"EN","ANURA","MYOBATRACHIDAE","Mixophyes"
"1209","Mixophyes iteratus",88,3,7.81,936.230844620484,-31.394914073386,-34.15,"EN","ANURA","MYOBATRACHIDAE","Mixophyes"
"1210","Mixophyes schevilli",73.3,1,2.67,246.787671249508,-16.3562686567164,-18.23,"LC","ANURA","MYOBATRACHIDAE","Mixophyes"
"1211","Morerella cyanophthalma",34.5,3,0.48,157.072716675326,5.17951612903226,5.09,"VU","ANURA","HYPEROLIIDAE","Morerella"
"1212","Mucubatrachus lancinii",38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Myersiella microps",30,4,4.75,913.748585706745,-22.7257582755966,-24.19,"LC","ANURA","MICROHYLIDAE","Myersiella"
"1214","Nannophrys ceylonensis",52.5,3,1.17,156.929494272007,6.72903846153846,6.08,"VU","ANURA","DICROGLOSSIDAE","Nannophrys"
"1215","Nannophrys guentheri",28.5,NA,NA,NA,NA,NA,"EX","ANURA","DICROGLOSSIDAE","Nannophrys"
"1216","Nannophrys marmorata",39.2,1,0.0800000000000001,111.323871569726,7.48615384615385,7.45,"CR","ANURA","DICROGLOSSIDAE","Nannophrys"
"1217","Nanorana pleskei",37.5,3,6.22,674.568949644114,32.5542307692308,28.85,"NT","ANURA","DICROGLOSSIDAE","Nanorana"
"1218","Nanorana yunnanensis",98.5,3,8.23,1336.736324762,22.8353413654618,21.22,"EN","ANURA","DICROGLOSSIDAE","Nanorana"
