Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
136068,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,nasicus,"Laurent, 1943",,,,,"",Pointed Long Reed Frog,,,LC,,3.1,2016,unknown,N
84385749,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,nasutus,"Günther, 1865",,,,,Hyperolius punctulatus,,,,LC,,3.1,2016,unknown,N
56169,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,nienokouensis,"Rödel, 1999",,,,,"",,,,EN,B1ab(iii),3.1,2004,decreasing,N
56170,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,nimbae,"Laurent, 1958",,,,,"",Mount Nimba Reed Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56171,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,nitidulus,"Peters, 1875",,,,,"",,,,LC,,3.1,2004,stable,N
56172,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,obscurus,"Laurent, 1943",,,,,"",,,,DD,,3.1,2014,unknown,N
56173,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,occidentalis,"Schiøtz, 1967",,,,,"",,,,LC,,3.1,2013,unknown,N
56174,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,ocellatus,"Gunther, 1858",,,,,"",,,,LC,,3.1,2013,increasing,N
56176,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,parallelus,"Günther, 1858",,,,,"",,,,LC,,3.1,2013,unknown,N
56177,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pardalis,"Laurent, 1948",,,,,"",,,,LC,,3.1,2013,unknown,N
56178,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,parkeri,"Loveridge, 1933",,,,,"",,,,LC,,3.1,2013,unknown,N
56179,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,phantasticus,"(Boulenger, 1899)",,,,,"",,,,LC,,3.1,2013,unknown,N
10644,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pickersgilli,"Raw, 1982",,,,,"",Pickersgill's Reed Frog,,,EN,"B1ab(ii,iii)+2ab(ii,iii)",3.1,2016,unknown,N
56180,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,picturatus,"Peters, 1875",,,,,"",,,,LC,,3.1,2013,unknown,N
56181,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pictus,"Ahl, 1931",,,,,"",,,,LC,,3.1,2013,unknown,N
56182,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,platyceps,"(Boulenger, 1900)",,,,,Hyperolius angolanus  ,,,,LC,,3.1,2013,unknown,N
56183,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,polli,"Laurent, 1943",,,,,"",Tshimbulu Reed Frog,,,DD,,3.1,2014,unknown,N
56184,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,polystictus,"Laurent, 1943",,,,,"",Falls Reed Frog,,,VU,D2,3.1,2004,unknown,N
136026,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,poweri,"Loveridge, 1938",,,,,"",Power's Reed Frog,,,LC,,3.1,2016,unknown,N
56185,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,protchei,"Rochebrune, 1885",,,,,"",Rochebrune's Reed Frog,,,DD,,3.1,2014,unknown,N
56186,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pseudargus,"Schiøtz & Westergaard in Schiøtz, 1999",,,,,"",,,,LC,,3.1,2013,unknown,N
56187,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,puncticulatus,"(Pfeffer, 1893)",,,,,Rappia  puncticulata ,,,,EN,B1ab(iii),3.1,2016,decreasing,N
56189,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pusillus,"Cope, 1862",,,,,"",,,,LC,,3.1,2013,unknown,N
56190,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pustulifer,"Laurent, 1940",,,,,"",,,,DD,,3.1,2014,unknown,N
56191,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,pyrrhodictyon,"Laurent, 1965",,,,,"",,,,LC,,3.1,2013,unknown,N
56192,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,quadratomaculatus,"Ahl, 1931",,,,,"",,,,DD,,3.1,2014,unknown,N
56193,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,quinquevittatus,"Bocage, 1866",,,,,"",,,,LC,,3.1,2013,unknown,N
56194,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,raveni,"Ahl, 1931",,,,,"",,,,DD,,3.1,2004,unknown,N
56196,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,rhizophilus,"Rochebrune, 1885",,,,,"",African Reed Frog,,,DD,,3.1,2014,unknown,N
56197,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,rhodesianus,"Laurent, 1947",,,,,"",,,,LC,,3.1,2013,unknown,N
56198,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,riggenbachi,"Nieden, 1910",,,,,"",Riggenbach's Reed Frog,,,VU,B1ab(iii),3.1,2004,decreasing,N
56199,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,robustus,"Laurent, 1979",,,,,"",,,,DD,,3.1,2014,unknown,N
56200,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,rubrovermiculatus,"Schiøtz, 1975",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
69119695,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,ruvuensis,"Barratt, Lawson & Loader, 2015",,,,,"",,,,CR,B1ab(iii),3.1,2016,decreasing,N
48081486,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,rwandae,"Dehling, Sinsch, Rödel & Channing, 2013",,,,,"",Rwanda Long Reed Frog,,,LC,,3.1,2016,unknown,N
56201,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,sankuruensis,"Laurent, 1979",,,,,"",Omaniundu Reed Frog,,,DD,,3.1,2014,unknown,N
56202,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,schoutedeni,"Laurent, 1943",,,,,"",,,,LC,,3.1,2013,unknown,N
56203,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,seabrai,"(Ferreira, 1906)",,,,,"",,,,DD,,3.1,2014,unknown,N
56204,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,semidiscus,"Hewitt, 1927",,,,,"",,,,LC,,3.1,2013,unknown,N
56205,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,sheldricki,"Duff-MacKay & Schiøtz, 1971",,,,,"",,,,LC,,3.1,2016,unknown,N
56206,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,soror,"(Chabanaud, 1921)",,,,,"",Soror Reed Frog,,,DD,,3.1,2004,unknown,N
69119640,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,spinigularis,"Stevens, 1971",,,,,"","Spiny-throated Reed Frog, Spiny Reed Frog, Mulanje Reed Frog",,,VU,B1ab(iii),3.1,2016,decreasing,N
56208,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,steindachneri,"Bocage, 1866",,,,,"",,,,LC,,3.1,2013,unknown,N
56209,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,stenodactylus,"Ahl, 1931",,,,,"",,,,DD,,3.1,2014,unknown,N
136152,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,substriatus,"Ahl, 1931",,,,,"",,,,LC,,3.1,2013,unknown,N
56210,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,swynnertoni,"FitzSimons, 1941",,,,,"",,,,LC,,3.1,2013,unknown,N
56211,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,sylvaticus,"Schiøtz, 1967",,,,,"",Bobiri Reed Frog,,,LC,,3.1,2013,unknown,N
56212,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,tanneri,"Schiøtz, 1982",,,,,Hyperolius tannerorum,Tanners' Reed Frog,,,CR,B1ab(iii)+2ab(iii),3.1,2015,decreasing,N
56289,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,thomensis,"Bocage, 1886",,,,,"",,,,EN,B1ab(iii),3.1,2004,decreasing,N
56213,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,thoracotuberculatus,"Ahl, 1931",,,,,"",,,,DD,,3.1,2015,unknown,N
56214,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,tornieri,"Ahl, 1931",,,,,"",,,,DD,,3.1,2014,unknown,N
56215,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,torrentis,"Schiøtz, 1967",,,,,"",Ukami Reed Frog,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
56216,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,tuberculatus,"(Mocquard, 1897)",,,,,Rappia tuberculata,Rainforest Reed Frog,,,LC,,3.1,2013,unknown,N
56217,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,tuberilinguis,"Smith, 1849",,,,,"",,,,LC,,3.1,2013,unknown,N
69192581,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,ukwiva,"Loader, Lawson, Portik & Menegon, 2015",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
16854247,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,veithi,"Schick, Kielgast, Rödder, Muchai, Burger & Lötters, 2010",,,,,"",,,,LC,,3.1,2015,unknown,N
56218,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,vilhenai,"Laurent, 1964",,,,,"","Luita River Reed Frog, Vilhena's Reed Frog",,,DD,,3.1,2014,unknown,N
56219,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,viridiflavus,"Dumeril & Bibron, 1841",,,,,"",Common Reed Frog,,,LC,,3.1,2013,unknown,N
56220,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,viridigulosus,"Schiøtz, 1967",,,,,"",Stream Reed Frog,,,VU,B2ab(iii),3.1,2004,decreasing,N
56221,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,viridis,"Schiøtz, 1975",,,,,"",Robust Long Reed Frog,,,LC,,3.1,2016,unknown,N
135845,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,watsonae,"Pickersgill, 2007",,,,,"",,,,CR,B1ab(iii)+2ab(iii),3.1,2008,decreasing,N
56222,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,wermuthi,"Laurent, 1961",,,,,"",Wermuth's Reed Frog,,,NT,,3.1,2004,decreasing,N
56223,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,xenorhinus,"Laurent, 1972",,,,,"",,,,DD,,3.1,2014,unknown,N
56224,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Hyperolius,zonatus,"Laurent, 1958",,,,,"",Nimba Reed Frog,,,NT,,3.1,2004,decreasing,N
56398,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,adercus,"(Lynch, 2003)",,,,,<i>Eleutherodactylus adercus</i>|<i>Isodactylus  adercus</i>,,,,DD,,3.1,2004,unknown,N
56430,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,araiodactylus,"(Duellman and Pramuk, 1999)",,,,,Eleutherodactylus araiodactylus  ,,,,DD,,3.1,2004,unknown,N
56446,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,babax,"(Lynch, 1989)",,,,,Eleutherodactylus babax  ,,,Rana Terrestre,LC,,3.1,2004,decreasing,N
57203,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,brunneus,"(Lynch, 1975)",,,,,Phrynopus brunneus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56568,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,dolops,"(Lynch and Duellman, 1980)",,,,,Eleutherodactylus dolops  |Eleutherodactylus dolops  ,,,,VU,B1ab(iii),3.1,2010,unknown,N
56575,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,elassodiscus,"(Lynch, 1973)",,,,,Eleutherodactylus elassodiscus  |Eleutherodactylus elassodiscus  ,,,,EN,B1ab(iii),3.1,2010,unknown,N
57208,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,fallaciosus,"(Duellman, 2000)",,,,,"""Eleutherodactylus"" fallaciosus  |Phrynopus fallaciosus  ",,,,DD,,3.1,2008,unknown,N
56702,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,latens,"(Lynch, 1989)",,,,,Eleutherodactylus latens  ,Boqueron Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
57217,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,lucida,"(Cannatella, 1984)",,,,,Phrynopus lucida  ,Cannatella's Andes Frog,,Rana Andina de Cannatella,CR,B1ab(iii),3.1,2004,decreasing,N
56741,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,mantipus,"(Boulenger, 1908)",,,,,Eleutherodactylus mantipus  ,Mantipus Robber Frog,,Rana Terrestre De Dedos Angostos,LC,,3.1,2004,decreasing,N
56792,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,nigrovittatus,"(Andersson, 1945)",,,,,Eleutherodactylus nigrovittatus  ,,,,LC,,3.1,2004,stable,N
57222,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Hypodactylus,peraccai,"(Lynch, 1975)",,,,,Phrynopus peraccai  ,,,,DD,,3.1,2004,unknown,N
59566,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Hypogeophis,rostratus,"(Cuvier, 1829)",,,,,Coecilia rostrata,"Sharp-nosed Caecilia, Frigate Island Caecilian",,,LC,,3.1,2013,stable,N
57831,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hypopachus,barberi,"Schmidt, 1939",,,,,"",Barber's Sheep Frog,,,VU,B1ab(iii),3.1,2010,unknown,N
57816,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hypopachus,pictiventris,"(Cope, 1886)",,,,,Engystoma  pictiventre |Engystoma  pictiventris|Gastrophryne pictiventris|Microhyla  pictiventris ,"Nicaragua Narrowmouth Toad, Southern Narrow-mouthed Toad",,,LC,,3.1,2008,decreasing,N
57817,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hypopachus,ustus,"(Cope, 1866)",,,,,Gastrophryne usta,,,,LC,,3.1,2010,stable,N
57832,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Hypopachus,variolosus,"(Cope, 1866)",,,,,Engystoma  inguinalis|Engystoma  variolosum |Hypopachus  alboventer |Hypopachus  alboventer   subspecies reticulatus|Hypopachus  caprimimus |Hypopachus  championi|Hypopachus  cuneus |Hypopachus  cuneus  subspecies nigroreticulatus |Hypopachus  globulosus |Hypopachus  inguinalis|Hypopachus  maculatus |Hypopachus  ovis|Hypopachus  oxyrrhinus |Hypopachus  oxyrrhinus  subspecies taylori |Hypopachus  seebachi |Systoma  variolosum,"Mexican Narrow-mouthed Toad, Sheep Frog",,,LC,,3.1,2010,stable,N
59439,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,chenggongensis,"Kou and Xing, 1983",,,,,Cynops chenggongensis,,,,DD,,3.1,2004,unknown,N
59440,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,cyanurus,"Liu, Hu & Yang, 1962",,,,,Cynops cyanurus,"Chuxiong Fire-bellied Newt, Cyan Newt",,,LC,,3.1,2004,decreasing,N
59442,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,orientalis,"(David, 1873)",,,,,Cynops orientalis,Oriental Fire-bellied Newt,,,LC,,3.1,2004,decreasing,N
59443,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,orphicus,"Risch, 1983",,,,,Cynops orphicus,Dayang Newt,,,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
59445,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,wolterstorffi,"(Boulenger, 1905)",,,,,Cynops wolterstorffi,Yunnan Lake Newt,,,EX,,3.1,2004,,N
55376,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,albomarginatus,"(Spix, 1824)",,,,,"",,,Rana De Flancos Blancos,LC,,3.1,2010,stable,N
55377,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,alboniger,"(Nieden, 1923)",,,,,Hyla ocapia  |Hyla zebra  ,White-black Treefrog,,,NT,,3.1,2004,decreasing,N
55378,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,albopunctatus,"(Spix, 1824)",,,,,"",,,,LC,,3.1,2010,stable,N
55381,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,albovittatus,"(Lichtenstein and Martens, 1856)",,,,,Hyla albovittata  |Hypsiboas albovittata  ,,,,DD,,3.1,2004,unknown,N
55382,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,alemani,"(Rivero, 1964)",,,,,"",,,Ranita De Aleman,DD,,3.1,2004,unknown,N
29414,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,andinus,"(Müller, 1924)",,,,,"",,,,LC,,3.1,2004,stable,N
55401,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,atlanticus,"(Caramaschi and Velosa, 1996)",,,,,"",,,,LC,,3.1,2004,stable,N
55405,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,balzani,"(Boulenger, 1898)",,,,,"",,,,LC,,3.1,2004,stable,N
61775,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,beckeri,"(Caramaschi and Cruz, 2004)",,,,,"",,,,DD,,3.1,2006,unknown,N
55412,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,bischoffi,"(Boulenger, 1887)",,,,,"",,,,LC,,3.1,2010,stable,N
55415,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,boans,"(Linnaeus, 1758)",,,,,Hyla boans  |Hyla maxima  ,Rusty Treefrog,,,LC,,3.1,2010,stable,N
55423,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,buriti,"(Caramaschi and Cruz, 1999)",,,,,"",,,,DD,,3.1,2004,unknown,N
55425,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,caingua,"(Carrizo, 1991)",,,,,"",,,,LC,,3.1,2004,stable,N
55426,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,calcaratus,"(Troschel, 1848)",,,,,Hyla leptoscelis  ,,,Rana Arborea De Espolones,LC,,3.1,2010,stable,N
55428,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,callipleura,"(Boulenger, 1902)",,,,,"",,,,LC,,3.1,2004,stable,N
55494,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,cinerascens,"(Spix, 1824)",,,,,Hyla granosa  |Hyla granosa  |Hyla granosa subspecies gracilis|Hyla granosa gracilis  |Hyla inornata  ,,,Rana Granosa,LC,,3.1,2010,stable,N
55450,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,cipoensis,"(B. Lutz, 1968)",,,,,"",,,,NT,,3.1,2004,decreasing,N
61776,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,cordobae,"(Barrio, 1965)",,,,,"",,,,DD,,3.1,2006,unknown,N
55457,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,crepitans,"(Wied-Neuwied, 1824)",,,,,"",Emerald-eyed Treefrog,,"Rana Cantora, Rana Blanca, Rana Capina, Rana Platanera",LC,,3.1,2010,stable,N
136096,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,curupi,"Garcia, Faivovich & Haddad, 2007",,,,,"",,,,LC,,3.1,2008,unknown,N
55461,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,cymbalum,"(Bokermann, 1963)",,,,,"",,,,CR,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
55467,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,dentei,"(Bokermann, 1967)",,,,,"",,,,LC,,3.1,2004,unknown,N
55475,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,ericae,"(Caramaschi and Cruz, 2000)",,,,,"",,,,DD,,3.1,2004,unknown,N
55477,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,exastis,"(Caramaschi and Rodrigues, 2003)",,,,,"",,,,DD,,3.1,2004,unknown,N
55479,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,faber,"(Wied-Neuwied, 1821)",,,,,Hyla wachei  ,,,,LC,,3.1,2010,stable,N
55480,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,fasciatus,"(Günther, 1858)",,,,,"",,,,LC,,3.1,2004,stable,N
61777,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,freicanecae,"(Carnaval and Peixoto, 2004)",,,,,"",,,,DD,,3.1,2010,unknown,N
55484,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,fuentei,"(Goin and Goin, 1968)",,,,,"",,,,DD,,3.1,2004,unknown,N
55487,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,geographicus,"(Spix, 1824)",,,,,Hyla geographica,Map Treefrog,,Rana Geografica,LC,,3.1,2010,stable,N
55490,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,goianus,"(B. Lutz, 1968)",,,,,"",,,,LC,,3.1,2004,decreasing,N
55497,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,guentheri,"(Boulenger, 1886)",,,,,"",,,,LC,,3.1,2004,stable,N
55502,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,heilprini,"(Noble, 1923)",,,,,Hyla heilprini,"Hispaniolan Green Treefrog, Los Bracitos Treefrog",,,VU,"B2ab(i,ii,iii)",3.1,2013,unknown,N
55504,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,hobbsi,"(Cochran and Goin, 1970)",,,,,"",,,Ranita De Hobbs,LC,,3.1,2004,stable,N
55505,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,hutchinsi,"(Pyburn and Hall, 1984)",,,,,"",Hutchins Treefrog,,,LC,,3.1,2010,stable,N
55507,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,hypselops,"Cope, 1871",,,,,"",,,,DD,,3.1,2004,unknown,N
135883,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,jimenezi,"Señaris and Ayarzagüena, 2006",,,,,"",,,,LC,,3.1,2008,unknown,N
55522,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,joaquini,"(B. Lutz, 1968)",,,,,"",,,,LC,,3.1,2004,stable,N
55530,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,lanciformis,"Cope, 1871",,,,,Hyla lanciformis subspecies guerreroi|Hyla lanciformis guerreroi  ,,,Rana Lanceolada Comun,LC,,3.1,2010,stable,N
61778,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,latistriatus,"(Caramaschi and Cruz, 2004)",,,,,"",,,,DD,,3.1,2006,unknown,N
55534,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,lemai,"(Rivero, 1971)",,,,,"",,,Rana De Lema,LC,,3.1,2004,stable,N
55535,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hypsiboas,leptolineatus,"(P. Braun & C. Braun, 1977)",,,,,"",,,,LC,,3.1,2004,stable,N
